id,name,urlname,link,rating,created,description,member_id,mname
7202192,Wannapreneur To Entrepreneur (W2E) Delhi,W2E-Wannapreneur-To-Entrepreneur-Delhi,https://www.meetup.com/W2E-Wannapreneur-To-Entrepreneur-Delhi/,4.56,1360995968e3,"<p>W2E is a community of startups and entrepreneurs aimed at providing incubation and support.</p>
<p>This is a group to facilitate the transformation of wannapreneurs to entrepreneurs and catalyze the evolution of existing entrepreneurs. The idea is to foster innovation and creativity by creating a culture like Silicon Valley, where people could come together to share, generate, exchange and validate their ideas; meet founders, co-founders, mentors and exchange resources. We have built a community having lots of events and activities in the areas like opportunity analysis, opportunity execution etc. to help people create their startups and businesses. <br> <br> The basic philosophy and vision of this group is not just collective thinking, networking or social interaction; it goes beyond that and is even more focused on something which we call collective actions. There are regular and frequent workshops for brainstorming ideas, market research, prototyping etc. to help entrepreneurs build and evolve their startups. <br> <br> We welcome people from all the spheres of society and industry: students, working professionals, entrepreneurs and people from different industries. Whoever feels a need for a community to encourage creativity and innovation and provide an ecosystem to experiment with and explore different ideas, must join this group.</p>
<p>Join the online incubator:&nbsp;<a href=""http://www.wannapreneur2entrepreneur.com/"">wannapreneur2entrepreneur</a>&nbsp; <br>Like us on Facebook:&nbsp;<a href=""https://www.facebook.com/WannapreneursToEntrepreneurs"">WannapreneurToEntrepreneur</a>&nbsp; <br>Follow us on Twitter:&nbsp;<a href=""https://twitter.com/fromW2E"">https://twitter.com/fromW2E</a>&nbsp; <br>Or&nbsp;<a href=""https://plus.google.com/+Wannapreneur2entrepreneur-W2E/posts"">Google+</a><a href=""http://www.wannapreneur2entrepreneur.com/""></a></p>
<p>The Gurgaon Chapter on Meetup: <a href=""http://www.meetup.com/W2E-Wannapreneur-To-Entrepreneur-Gurgaon"">W2E-Wannapreneur-To-Entrepreneur-Gurgaon</a> <br>The Chandigarh Chapter on Meetup:&nbsp;<a href=""http://www.meetup.com/W2E-Wannapreneur-To-Entrepreneur-Chandigarh"">W2E-Wannapreneur-To-Entrepreneur-Chandigarh</a> <br></p>",45556942,W2E
7216172,Delhi Salsa dancing group,Delhi-Salsa-dancing-group,https://www.meetup.com/Delhi-Salsa-dancing-group/,3.5,1361103651e3,"<p>Calling all Salsa dancers in Delhi/NCR. This is a group for anyone interested in Salsa dancing. We will get together 2-3 times a month at a public venue in Delhi, to dance, have fun, socialize and then to dance again. It will be an easy comfortable atmosphere for everyone. I would like to have people who are either beginners or level 1 or level 2. If you are intermediate or advanced, then this group is not for you. If there are enough members, we will also start classes at each level, and I know a few good instructors for that. Dancing in public can be intimidating at first, but can be a lot of fun, once you get into it. So don't hesitate, join. As long as you have a basic feel for music and rhythm, you will really really enjoy this group. A word for women - My effort will be to provide a safe comfortable environment for you, so let me know if its not what you are experiencing. Your suggestions are welcome.</p>",76684482,Sumeet
7490892,Power Businesswomen Club,Power-Businesswomen-Club,https://www.meetup.com/Power-Businesswomen-Club/,4.12,136258189e4,"<p>This is an exclusive women entrepreneur club that aims at bringing the women business community together and allow as well as support mutual growth. It aims to be a platform for business coaching, mentoring and referral networking. The power begins from you.</p>",8306001,Sunita Biddu
7519522,Build My Brand Over A Cup Of Coffee,Build-My-Brand-Over-A-Cup-Of-Coffee,https://www.meetup.com/Build-My-Brand-Over-A-Cup-Of-Coffee/,4.34,1362735193e3,"<p>'So many ways. So little time. What works for my business? And what does not?'</p>
<p>Here is a forum connecting brand enthusiasts and brand specialists with entrepreneurs irrespective of size, age or industry.</p>
<p><strong><span>One place where real problems can be solved with real solutions every week. The idea is to empower businesses with ideas that can benefit.</span></strong></p>
<p><span>For other days, we could talk about brands, their stories, what worked and what could have, sharing and hearing opinions of people from different perspectives.</span></p>
<p><span>All to be enjoyed thoroughly with a cup of coffee. Join the fun.</span></p>",149455062,Pavan Verma
7548122,Startups Club - Delhi,urclubdel,https://www.meetup.com/urclubdel/,4.36,136292824e4,"<p>Startups Club is an Open, Inclusive &amp; Collaborative platform for early stage startups, taking them from idea to seed funding and beyond. We at Startups Club, incubate, accelerate and invest in our member startups. Startups Club hosts the Widest Startups Challenge in India, SC Demo Day once a year in Bangalore, in which, we hack the process of startups looking to reach out to investors and we bring the best startups from across the country to be seed funded through the prize money and explore angel funding through the investors and our funding arm (SCIN).</p>
<p>Startups Club is fast growing to become a one stop solutions for all entrepreneurs across industries, for the services we offer to our members; mentoring, knowledge sessions, workshops, growth hacking sessions, Sales support and we just do not end it with making you understand, Startups Club has been very focused on getting things done for its member startups. We believe execution plays a key role in your success for your startups.</p>
<p>If you have the pinch to be an entrepreneur or have just started to become one or already are one, this is the place you should reach out to.</p>
<p>Startups Club Services Pvt. Ltd.</p>
<p>www.startupsclub.org&nbsp;</p>
<p>+91 9845572820&nbsp;</p>",80081742,Salma Moosa
7563102,Agile Scrum Enthusiasts in Noida,agilenoida,https://www.meetup.com/agilenoida/,4.19,1363009361e3,"<p>“Calling all Scrum Enthusiasts in and around Delhi NCR. All the CSMs, CSPs, CSTs &amp; CSCs under one roof can do wonders for all of us as a group. Feel free to ask questions, share knowledge and experience and pick any relevant topic for presentation.”</p>",84324442,Neeraj Bachani
7719462,Lets Talk About Life...,Lets-Talk-About-Life,https://www.meetup.com/Lets-Talk-About-Life/,4.57,1363869896e3,"<p><span>As the Strength of the tree depends on the depth of the roots similarly to evolve Higher in maturity, one needs to grow deeper in faith. Life is best lived when you don’t try to demystify everything about life. You are not born for this or that! You are not here to book a place in the heaven or to have a coveted award bestowed upon you! You are here for the sheer joy of being useful: after all, the only other alternative is to be useless- to be used less. It happens often in our daily living that even if you do everything that you can do in life, still nothing will seem enough. So do you think the alternative is to give up and do everything and do nothing at all in life? Even if you do that still you are not going to be at peace with yourself, because life is not about how much or how less you do but it is all about getting tossed between the paradoxical needs of having and giving and eventually gaining the maturity to discover the middle path.</span></p>
<p><span>To help you walk on this middle path of life and to balance between the having and the giving process let’s talk about life and its various aspects. . It is going to be an open forum where we all will discuss whatever is mentioned above and of course anything apart from this that we would want to discuss.</span></p>
<p><span>So join in this transformation of life!!!!!!!!!!</span></p>
<p><span>Please write us at lifetalk@improvelife.in</span></p>",35112682,Harsh
7818142,RUST-Delhi/NCR,rust-delhiNCR,https://www.meetup.com/rust-delhiNCR/,4.73,1364470071e3,"<p>Hey RUST Devs,</p>
<p>If you are new in RUST programming...don't worry!! This meetup group is dedicated only for the RUST programmers. We ll learn, explore and code together in meetups.</p>
<p>Cheers!!</p>",173481052,Neha Sharma
8034122,Delhi Fitness and Morning Walkers,Delhi-Fitness-and-Morning-Walkers,https://www.meetup.com/Delhi-Fitness-and-Morning-Walkers/,4.49,1365777637e3,<p>Welcome aboard!! Hope to see you soon out there in the field.</p>,153911022,ashwani
8059662,TOP WOMEN TRAVEL GROUP IN DELHI,TOP-WOMEN-TRAVEL-GROUP-IN-DELHI,https://www.meetup.com/TOP-WOMEN-TRAVEL-GROUP-IN-DELHI/,3.74,1365958779e3,"<p>“Let's get together for fun activities in our town and beyond, picnics, party, movies, plays, concert or just a walk together. </p>
<p>If you are nervous about traveling solo then don't let it stand between you and your travel dreams. Once you've taken that first trip you'll wonder why you hadn't done it sooner. Just the all ladies events, like moms night-out, movies, dinner or anything else that looks like fun.”</p>
<p>The idea is that Women should have all the Fun !</p>",207903935,wovoyage
8242822,Cafe - Links & Drinks,delhicafe,https://www.meetup.com/delhicafe/,4.55,136707677e4,"<p>Welcome to Links &amp; Drinks New Delhi!</p> 
<p>Links &amp; Drinks is all about making new connections and networking over some nice drinks in some amazing places around New Delhi. Our members vary from entrepreneurs in different industries, professionals of all kinds, start up and business enthusiast as well as graduates looking to get that foot in the door.</p> 
<p>We see ourselves as nice professionals to make different types of connections and build positive long lasting networks.</p> 
<p>At Links and Drinks we believe that networking over some pleasant drinks can help make stronger connections as people may feel more relaxed after a drink or two.</p> 
<p>So join us, linkup, have some fun and say Cheers To Networking.</p> 
<p>WhatsApp no.is 9891388297</p>",205399745,Neha Gaur
